# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Landmark Groundtruth Data Fomat:
# Subject #    x [m]    y [m]    x std-dev [m]    y std-dev [m] 
  6 	 0.96929062 	 1.65966453 	 0.00006758 	 0.00005451 
  7 	 1.16422981 	 1.64127145 	 0.00006312 	 0.00004089 
  8 	 1.17720403 	 1.84900536 	 0.00006470 	 0.00005427 
  9 	 0.96641895 	 1.85273731 	 0.00005196 	 0.00002816 
 10 	 3.70174449 	 1.65987788 	 0.00007035 	 0.00004136 
 11 	 3.88808425 	 1.68539998 	 0.00005722 	 0.00002642 
 12 	 4.01060873 	 1.83594516 	 0.00005420 	 0.00002581 
 13 	 4.12771976 	 4.22383490 	 0.00004559 	 0.00004769 
 14 	 4.02779915 	 4.39299315 	 0.00004540 	 0.00004480 
 15 	 3.86420284 	 4.50046884 	 0.00004455 	 0.00004218 
 16 	 2.26146321 	 3.87448320 	 0.00004407 	 0.00003422 
 17 	 2.17655655 	 4.06270264 	 0.00004913 	 0.00009034 
 18 	 2.05973916 	 3.89261998 	 0.00004164 	 0.00003116 
 19 	 0.73050711 	 3.93580944 	 0.00003554 	 0.00003735 
 20 	 0.55572984 	 3.83153600 	 0.00003599 	 0.00003770 
