# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Landmark Groundtruth Data Fomat:
# Subject #    x [m]    y [m]    x std-dev [m]    y std-dev [m] 
  6 	 0.48712464 	 -4.95154018 	 0.00002609 	 0.00003916 
  7 	 3.12901976 	 -5.55739726 	 0.00002064 	 0.00002778 
  8 	 2.65346188 	 -3.75110127 	 0.00002821 	 0.00002880 
  9 	 0.97278691 	 -3.19166723 	 0.00003446 	 0.00002115 
 10 	 0.84548344 	 -1.61638827 	 0.00004060 	 0.00002192 
 11 	 3.76648519 	 -1.97742364 	 0.00003487 	 0.00002543 
 12 	 1.91924014 	 -0.82041240 	 0.00004282 	 0.00003737 
 13 	 0.91810315 	 0.59594959 	 0.00007188 	 0.00009708 
 14 	 2.76323181 	 0.24405149 	 0.00004640 	 0.00002925 
 15 	 4.67269186 	 0.84377088 	 0.00004990 	 0.00005076 
 16 	 0.95298393 	 2.71065771 	 0.00007400 	 0.00004693 
 17 	 3.26834036 	 2.53067163 	 0.00003189 	 0.00004442 
 18 	 0.88917705 	 4.40932458 	 0.00003238 	 0.00004366 
 19 	 2.39247573 	 3.80095271 	 0.00003896 	 0.00008756 
 20 	 4.13610505 	 3.60725098 	 0.00003976 	 0.00005202 
