# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Robot Groundtruth Data Fomat:
# Time [s]    x [m]    y [m]    orientation [rad] 
1248444175.118 	 3.45879490 	 -1.24336050 	 3.07420000 
1248444175.122 	 3.45880650 	 -1.24335380 	 3.07420000 
1248444175.128 	 3.45880960 	 -1.24335030 	 3.07410000 
1248444175.158 	 3.45878980 	 -1.24334990 	 3.07410000 
1248444175.163 	 3.45879000 	 -1.24335040 	 3.07410000 
1248444175.180 	 3.45878830 	 -1.24335140 	 3.07410000 
1248444175.216 	 3.45876060 	 -1.24334850 	 3.07410000 
1248444175.218 	 3.45875700 	 -1.24334800 	 3.07420000 
1248444175.220 	 3.45876440 	 -1.24334840 	 3.07410000 
1248444175.253 	 3.45880050 	 -1.24335580 	 3.07410000 
1248444175.267 	 3.45881680 	 -1.24335870 	 3.07410000 
1248444175.269 	 3.45883340 	 -1.24336070 	 3.07410000 
1248444175.310 	 3.45882070 	 -1.24336350 	 3.07420000 
1248444175.312 	 3.45880710 	 -1.24336350 	 3.07420000 
1248444175.332 	 3.45879430 	 -1.24336250 	 3.07420000 
1248444175.365 	 3.45878090 	 -1.24337350 	 3.07410000 
1248444175.367 	 3.45878550 	 -1.24338020 	 3.07410000 
1248444175.375 	 3.45878570 	 -1.24337900 	 3.07410000 
1248444175.399 	 3.45878270 	 -1.24337960 	 3.07420000 
1248444175.413 	 3.45879560 	 -1.24338910 	 3.07410000 
1248444175.419 	 3.45880870 	 -1.24339400 	 3.07410000 
1248444175.466 	 3.45878510 	 -1.24337070 	 3.07410000 
1248444175.468 	 3.45878440 	 -1.24336710 	 3.07420000 
1248444175.486 	 3.45879170 	 -1.24336870 	 3.07420000 
1248444175.511 	 3.45875920 	 -1.24338750 	 3.07420000 
1248444175.513 	 3.45875160 	 -1.24339590 	 3.07410000 
1248444175.537 	 3.45875860 	 -1.24340260 	 3.07410000 
1248444175.566 	 3.45878610 	 -1.24341050 	 3.07410000 
1248444175.568 	 3.45879360 	 -1.24340240 	 3.07410000 
1248444175.570 	 3.45880130 	 -1.24338740 	 3.07410000 
1248444175.572 	 3.45881720 	 -1.24337090 	 3.07410000 
1248444175.620 	 3.45883160 	 -1.24337770 	 3.07400000 
1248444175.622 	 3.45881020 	 -1.24338420 	 3.07410000 
1248444175.624 	 3.45879250 	 -1.24338550 	 3.07410000 
1248444175.653 	 3.45877510 	 -1.24340350 	 3.07410000 
1248444175.683 	 3.45877080 	 -1.24340990 	 3.07410000 
1248444175.685 	 3.45877070 	 -1.24340690 	 3.07410000 
1248444175.716 	 3.45878080 	 -1.24337010 	 3.07410000 
1248444175.718 	 3.45878470 	 -1.24336160 	 3.07410000 
1248444175.720 	 3.45879140 	 -1.24335530 	 3.07410000 
1248444175.771 	 3.45879560 	 -1.24335190 	 3.07420000 
1248444175.773 	 3.45879580 	 -1.24336320 	 3.07410000 
1248444175.775 	 3.45879740 	 -1.24337560 	 3.07410000 
1248444175.833 	 3.45879530 	 -1.24339480 	 3.07410000 
1248444175.835 	 3.45879090 	 -1.24339540 	 3.07410000 
1248444175.837 	 3.45878690 	 -1.24339390 	 3.07410000 
1248444175.839 	 3.45878350 	 -1.24338880 	 3.07420000 
1248444175.873 	 3.45878450 	 -1.24338020 	 3.07410000 
1248444175.875 	 3.45878890 	 -1.24337340 	 3.07410000 
1248444175.891 	 3.45879300 	 -1.24336790 	 3.07410000 
1248444175.929 	 3.45881260 	 -1.24336820 	 3.07410000 
1248444175.931 	 3.45881330 	 -1.24336780 	 3.07410000 
1248444175.939 	 3.45880200 	 -1.24336280 	 3.07410000 
1248444175.973 	 3.45879830 	 -1.24337220 	 3.07410000 
1248444175.993 	 3.45880180 	 -1.24336890 	 3.07410000 
1248444176.001 	 3.45879660 	 -1.24336730 	 3.07410000 
1248444176.033 	 3.45878560 	 -1.24336430 	 3.07420000 
1248444176.035 	 3.45879020 	 -1.24336340 	 3.07410000 
1248444176.051 	 3.45878980 	 -1.24337100 	 3.07410000 
1248444176.084 	 3.45882630 	 -1.24337170 	 3.07410000 
1248444176.086 	 3.45883500 	 -1.24336230 	 3.07410000 
1248444176.092 	 3.45882920 	 -1.24335360 	 3.07410000 
1248444176.123 	 3.45877450 	 -1.24334230 	 3.07420000 
