# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Landmark Groundtruth Data Fomat:
# Subject #    x [m]    y [m]    x std-dev [m]    y std-dev [m] 
  6 	 0.58831396 	 -4.28264845 	 0.00004570 	 0.00027395 
  7 	 0.68214396 	 -4.44595833 	 0.00005198 	 0.00026762 
  8 	 0.85910813 	 -4.46878303 	 0.00003736 	 0.00027854 
  9 	 2.81076194 	 -4.40720161 	 0.00005263 	 0.00020794 
 10 	 2.94839205 	 -4.28874675 	 0.00006585 	 0.00023314 
 11 	 3.04755213 	 -2.53798053 	 0.00005590 	 0.00009761 
 12 	 2.85800192 	 -2.39114746 	 0.00005377 	 0.00010030 
 13 	 3.12117654 	 -2.29415092 	 0.00007714 	 0.00009007 
 14 	 1.69436474 	 2.66006675 	 0.00012861 	 0.00005978 
 15 	 1.54725918 	 2.76939627 	 0.00011607 	 0.00004959 
 16 	 3.14255641 	 4.00016985 	 0.00010196 	 0.00007132 
 17 	 3.31633566 	 3.95361957 	 0.00011590 	 0.00006575 
 18 	 3.47244655 	 3.86617170 	 0.00011997 	 0.00007489 
 19 	 1.40955249 	 4.53265094 	 0.00005127 	 0.00015679 
 20 	 1.24712229 	 4.46500471 	 0.00006426 	 0.00018146 
