# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Landmark Groundtruth Data Fomat:
# Subject #    x [m]    y [m]    x std-dev [m]    y std-dev [m] 
  6 	 3.11712800 	 -4.05903807 	 0.00030749 	 0.00062057 
  7 	 3.01230223 	 -4.21590167 	 0.00032310 	 0.00082511 
  8 	 0.73570518 	 -4.37955628 	 0.00008719 	 0.00067706 
  9 	 0.58877423 	 -4.28207667 	 0.00012904 	 0.00062317 
 10 	 0.53121822 	 -2.41100893 	 0.00029093 	 0.00030347 
 11 	 0.68901464 	 -2.50544271 	 0.00031238 	 0.00031452 
 12 	 2.69619575 	 -2.10320604 	 0.00035120 	 0.00044840 
 13 	 2.81310415 	 -2.24954838 	 0.00030474 	 0.00045084 
 14 	 1.17484090 	 2.94192086 	 0.00072924 	 0.00073533 
 15 	 1.15175610 	 3.97797995 	 0.00018186 	 0.00191816 
 16 	 1.30830702 	 4.04365539 	 0.00026669 	 0.00186398 
 17 	 2.88744590 	 3.18117162 	 0.00085828 	 0.00387992 
 18 	 3.06827788 	 3.15311326 	 0.00087451 	 0.00418247 
 19 	 3.22505193 	 3.05545773 	 0.00037338 	 0.00199654 
