# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Measurement Data Fomat:
# Time [s]    Subject #    range [m]    bearing [rad] 
1248450348.719 	  18 	  1.402 	 -0.286 
1248450348.719 	  81 	  1.453 	 -0.152 
1248450348.974 	  18 	  1.336 	 -0.344 
1248450348.974 	  81 	  1.401 	 -0.204 
1248450349.215 	  81 	  1.386 	 -0.222 
1248450349.452 	  81 	  1.331 	 -0.311 
1248450349.690 	  81 	  1.313 	 -0.335 
1248450349.930 	  90 	  5.414 	  0.474 
1248450350.168 	  90 	  5.521 	  0.446 
1248450350.407 	  81 	  1.204 	 -0.480 
1248450350.658 	  81 	  1.154 	 -0.542 
1248450350.908 	  81 	  1.180 	 -0.485 
1248450351.149 	  81 	  1.225 	 -0.372 
1248450351.387 	  18 	  1.127 	 -0.552 
1248450351.387 	  90 	  5.312 	  0.491 
1248450351.626 	  90 	  5.414 	  0.447 
1248450352.100 	  81 	  1.159 	 -0.404 
1248450352.343 	  18 	  1.107 	 -0.503 
1248450352.343 	  81 	  1.180 	 -0.340 
1248450352.496 	  18 	  1.107 	 -0.503 
1248450352.496 	  81 	  1.180 	 -0.340 
1248450352.734 	  81 	  1.118 	 -0.429 
1248450352.982 	  81 	  1.098 	 -0.460 
1248450352.982 	   9 	  6.124 	  0.136 
1248450352.982 	  61 	  5.414 	  0.440 
1248450352.982 	  90 	  5.312 	  0.474 
1248450353.469 	  25 	  6.404 	  0.401 
1248450354.204 	  81 	  1.075 	 -0.403 
1248450354.445 	  81 	  1.100 	 -0.286 
1248450354.703 	  18 	  1.069 	 -0.399 
1248450354.704 	  81 	  1.102 	 -0.251 
1248450354.704 	   9 	  5.632 	  0.405 
1248450354.945 	   9 	  5.632 	  0.381 
1248450355.183 	  81 	  1.083 	 -0.262 
1248450355.423 	  81 	  1.079 	 -0.241 
1248450357.176 	   9 	  5.414 	  0.468 
1248450357.653 	   9 	  5.312 	  0.477 
1248450358.173 	  16 	  5.312 	  0.509 
1248450358.412 	  16 	  5.214 	  0.514 
1248450358.650 	  16 	  5.214 	  0.518 
1248450359.359 	  16 	  5.119 	  0.522 
1248450359.596 	  16 	  5.182 	  0.518 
1248450360.524 	  16 	  5.632 	  0.268 
1248450360.759 	  16 	  5.747 	  0.213 
1248450361.226 	   9 	  5.747 	  0.033 
1248450361.462 	  36 	  5.747 	  0.038 
1248450361.697 	   9 	  5.669 	 -0.067 
1248450362.648 	   9 	  5.521 	 -0.236 
1248450362.648 	  16 	  5.521 	 -0.217 
1248450362.888 	   9 	  5.441 	 -0.243 
1248450363.126 	  16 	  5.632 	 -0.207 
1248450363.602 	  16 	  5.557 	 -0.207 
1248450363.602 	  90 	  5.414 	  0.136 
1248450363.840 	  16 	  5.521 	 -0.213 
1248450364.083 	   9 	  5.521 	 -0.240 
1248450364.083 	  16 	  5.609 	 -0.216 
1248450364.814 	  90 	  5.363 	  0.137 
1248450365.050 	  90 	  5.414 	  0.138 
1248450365.287 	  25 	  6.404 	  0.118 
1248450365.287 	  90 	  5.414 	  0.130 
1248450365.528 	   9 	  5.414 	 -0.245 
1248450365.528 	  90 	  5.414 	  0.127 
1248450365.765 	   5 	  1.095 	 -0.061 
1248450365.765 	  90 	  5.414 	  0.130 
1248450366.002 	  16 	  5.414 	 -0.220 
1248450366.002 	  90 	  5.363 	  0.136 
1248450366.239 	   5 	  1.108 	 -0.082 
1248450366.239 	  61 	  5.414 	  0.101 
1248450366.477 	   9 	  5.414 	 -0.251 
1248450366.477 	  90 	  5.312 	  0.137 
1248450366.717 	   9 	  5.312 	 -0.245 
1248450366.717 	  61 	  5.414 	  0.104 
1248450366.956 	   9 	  5.414 	 -0.245 
1248450366.956 	   5 	  1.125 	 -0.092 
1248450366.956 	  72 	  6.404 	  0.087 
1248450366.956 	  61 	  5.414 	  0.100 
1248450366.956 	  90 	  5.312 	  0.139 
1248450367.196 	   9 	  5.312 	 -0.246 
1248450367.196 	   5 	  1.129 	 -0.085 
1248450367.196 	  72 	  6.404 	  0.091 
1248450367.196 	  61 	  5.354 	  0.105 
1248450367.196 	  25 	  6.261 	  0.119 
1248450367.197 	  90 	  5.287 	  0.143 
1248450367.433 	   9 	  5.312 	 -0.247 
1248450367.433 	  16 	  5.414 	 -0.207 
1248450367.433 	  72 	  6.404 	  0.087 
1248450367.434 	  61 	  5.322 	  0.106 
1248450367.434 	  90 	  5.312 	  0.144 
1248450367.670 	   9 	  5.292 	 -0.242 
1248450367.671 	  16 	  5.414 	 -0.205 
1248450367.671 	   5 	  1.143 	 -0.094 
1248450367.671 	  72 	  6.404 	  0.096 
1248450367.671 	  61 	  5.325 	  0.108 
1248450367.671 	  25 	  6.261 	  0.123 
1248450367.671 	  90 	  5.294 	  0.145 
1248450367.910 	   9 	  5.312 	 -0.251 
1248450367.910 	   5 	  1.146 	 -0.103 
1248450367.910 	  72 	  6.404 	  0.083 
1248450367.910 	  61 	  5.312 	  0.105 
1248450367.910 	  90 	  5.312 	  0.142 
1248450368.151 	  72 	  6.261 	  0.091 
1248450368.151 	  90 	  5.214 	  0.142 
1248450368.400 	  72 	  6.404 	  0.083 
1248450368.400 	  90 	  5.312 	  0.138 
1248450368.643 	  25 	  6.261 	  0.118 
1248450368.643 	  90 	  5.214 	  0.141 
1248450368.890 	  25 	  6.317 	  0.118 
1248450368.890 	  90 	  5.214 	  0.141 
1248450369.134 	  61 	  5.312 	  0.103 
1248450369.134 	  90 	  5.214 	  0.142 
1248450369.380 	  61 	  5.253 	  0.105 
1248450369.380 	  90 	  5.186 	  0.142 
1248450369.622 	   5 	  1.185 	 -0.112 
1248450369.869 	  90 	  5.119 	  0.220 
1248450370.115 	  61 	  5.182 	  0.183 
1248450370.115 	  90 	  5.119 	  0.219 
1248450370.357 	  61 	  5.119 	  0.198 
1248450370.602 	   5 	  1.179 	 -0.005 
1248450370.853 	  61 	  5.028 	  0.276 
1248450370.853 	  90 	  4.939 	  0.316 
1248450371.099 	  61 	  5.050 	  0.276 
1248450371.356 	   5 	  1.183 	 -0.010 
1248450371.356 	  72 	  5.993 	  0.266 
1248450371.356 	  61 	  5.028 	  0.274 
1248450371.356 	  90 	  4.939 	  0.321 
1248450371.616 	   5 	  1.180 	 -0.013 
1248450371.877 	   5 	  1.178 	  0.027 
1248450372.122 	   5 	  1.166 	  0.051 
1248450372.123 	  61 	  4.854 	  0.370 
1248450372.123 	  90 	  4.772 	  0.400 
1248450372.364 	   5 	  1.164 	  0.041 
1248450372.365 	  90 	  4.772 	  0.409 
1248450372.606 	   5 	  1.163 	  0.028 
1248450372.606 	  72 	  5.867 	  0.352 
1248450372.606 	  61 	  4.854 	  0.369 
1248450372.845 	   5 	  1.159 	  0.005 
1248450373.085 	   5 	  1.148 	  0.007 
1248450373.085 	  36 	  5.312 	  0.066 
1248450373.085 	  72 	  5.867 	  0.350 
1248450373.085 	  61 	  4.813 	  0.367 
1248450373.085 	  25 	  5.747 	  0.382 
1248450373.085 	  90 	  4.755 	  0.408 
1248450373.321 	   5 	  1.140 	  0.007 
1248450373.801 	   5 	  1.121 	  0.048 
1248450373.801 	   9 	  5.214 	  0.103 
1248450373.801 	  16 	  5.292 	  0.128 
1248450373.801 	  36 	  5.312 	  0.155 
1248450373.801 	  61 	  4.617 	  0.464 
1248450374.041 	   5 	  1.107 	  0.017 
1248450374.042 	   9 	  5.214 	  0.091 
1248450374.042 	  16 	  5.230 	  0.125 
1248450374.042 	  36 	  5.214 	  0.154 
1248450374.042 	  61 	  4.627 	  0.456 
1248450374.042 	  90 	  4.471 	  0.498 
1248450374.281 	   5 	  1.111 	 -0.000 
1248450374.281 	   9 	  5.214 	  0.094 
1248450374.281 	  61 	  4.617 	  0.462 
1248450374.520 	   5 	  1.097 	  0.001 
1248450374.520 	   9 	  5.214 	  0.093 
1248450374.520 	  16 	  5.262 	  0.126 
1248450374.521 	  72 	  5.632 	  0.437 
1248450374.521 	  61 	  4.626 	  0.458 
1248450374.521 	  90 	  4.471 	  0.499 
1248450374.761 	   9 	  5.119 	  0.172 
1248450374.761 	  16 	  5.144 	  0.205 
1248450374.761 	  36 	  5.119 	  0.240 
1248450374.761 	  72 	  5.414 	  0.518 
1248450375.003 	   9 	  5.142 	  0.176 
1248450375.003 	  16 	  5.119 	  0.208 
1248450375.245 	   9 	  5.085 	  0.175 
1248450375.245 	  16 	  5.119 	  0.209 
1248450375.245 	  36 	  5.028 	  0.250 
1248450375.245 	  72 	  5.312 	  0.522 
1248450375.488 	   9 	  5.111 	  0.181 
1248450375.488 	  16 	  5.119 	  0.214 
1248450375.732 	   9 	  5.088 	  0.178 
1248450375.732 	  16 	  5.134 	  0.211 
1248450375.974 	   9 	  5.119 	  0.180 
1248450376.457 	   9 	  4.939 	  0.261 
1248450376.457 	  16 	  4.939 	  0.294 
1248450376.705 	   9 	  4.939 	  0.264 
1248450376.705 	  16 	  5.013 	  0.296 
1248450376.705 	  36 	  4.939 	  0.326 
1248450376.948 	   9 	  4.939 	  0.256 
1248450376.948 	  16 	  4.947 	  0.296 
1248450376.949 	  36 	  4.897 	  0.338 
1248450377.189 	   9 	  4.939 	  0.266 
1248450377.189 	  16 	  4.939 	  0.298 
1248450377.666 	   9 	  4.772 	  0.346 
1248450377.666 	  16 	  4.772 	  0.379 
1248450377.908 	   9 	  4.772 	  0.341 
1248450377.908 	  16 	  4.772 	  0.376 
1248450377.908 	  36 	  4.772 	  0.416 
1248450378.149 	   9 	  4.786 	  0.346 
1248450378.149 	  16 	  4.796 	  0.379 
1248450378.149 	  36 	  4.772 	  0.422 
1248450378.399 	  16 	  4.772 	  0.381 
1248450378.650 	  36 	  4.693 	  0.422 
1248450379.146 	  16 	  4.617 	  0.461 
1248450379.396 	  16 	  4.617 	  0.459 
1248450379.649 	  16 	  4.602 	  0.462 
1248450379.893 	   9 	  4.617 	  0.425 
1248450379.893 	  16 	  4.632 	  0.458 
1248450380.613 	   9 	  4.334 	  0.521 
1248450380.854 	   9 	  4.334 	  0.523 
1248450388.255 	   9 	  4.617 	  0.282 
1248450388.491 	   9 	  4.693 	  0.227 
1248450388.726 	   9 	  4.772 	  0.169 
1248450388.960 	  61 	  4.334 	  0.491 
1248450389.198 	   9 	  4.849 	  0.061 
1248450389.199 	  61 	  4.401 	  0.457 
1248450389.430 	   9 	  4.834 	  0.095 
1248450389.900 	  16 	  4.693 	  0.266 
1248450390.140 	  36 	  4.693 	  0.314 
1248450390.378 	  36 	  4.693 	  0.302 
1248450390.614 	  16 	  4.772 	  0.232 
1248450390.846 	   9 	  4.693 	  0.223 
1248450391.554 	   9 	  4.471 	  0.402 
1248450391.554 	  16 	  4.506 	  0.434 
1248450391.796 	   9 	  4.424 	  0.403 
1248450391.796 	  16 	  4.471 	  0.432 
1248450392.036 	  16 	  4.542 	  0.420 
1248450392.278 	   9 	  4.604 	  0.343 
1248450392.520 	   9 	  4.589 	  0.326 
1248450392.520 	  16 	  4.617 	  0.355 
1248450408.236 	   9 	  4.334 	  0.215 
1248450408.470 	   9 	  4.401 	  0.096 
1248450409.164 	  61 	  4.542 	  0.237 
1248450409.393 	  90 	  4.542 	  0.202 
1248450409.622 	  61 	  4.693 	  0.080 
1248450409.853 	  61 	  4.617 	 -0.011 
1248450409.853 	  90 	  4.645 	  0.032 
1248450410.084 	  61 	  4.617 	 -0.065 
1248450410.084 	  90 	  4.617 	 -0.022 
1248450410.766 	  90 	  4.494 	 -0.216 
1248450410.993 	  90 	  4.401 	 -0.269 
1248450413.770 	  54 	  2.414 	  0.520 
1248450414.476 	  54 	  2.610 	  0.300 
1248450414.949 	  54 	  2.685 	  0.159 
1248450414.949 	  27 	  2.592 	  0.209 
1248450415.185 	  54 	  2.706 	  0.107 
1248450415.185 	  27 	  2.609 	  0.156 
1248450415.186 	  14 	  3.364 	  0.332 
1248450415.422 	  54 	  2.725 	  0.058 
1248450415.422 	  27 	  2.607 	  0.108 
1248450415.422 	  14 	  3.419 	  0.280 
1248450415.422 	  63 	  3.573 	  0.484 
1248450415.657 	  14 	  3.486 	  0.191 
1248450415.902 	  63 	  3.720 	  0.353 
1248450415.902 	   7 	  3.665 	  0.401 
1248450416.147 	  63 	  3.791 	  0.304 
1248450416.147 	   7 	  3.728 	  0.348 
1248450416.396 	  54 	  2.631 	 -0.196 
1248450416.396 	   7 	  3.803 	  0.276 
1248450416.632 	   7 	  3.846 	  0.244 
1248450416.871 	  63 	  3.882 	  0.130 
1248450416.871 	   7 	  3.868 	  0.173 
1248450417.111 	  63 	  3.921 	  0.110 
1248450417.111 	   7 	  3.916 	  0.156 
1248450417.347 	  14 	  3.386 	 -0.136 
1248450417.347 	   7 	  3.916 	  0.148 
1248450417.585 	  54 	  2.475 	 -0.372 
1248450417.821 	   7 	  3.869 	  0.144 
1248450418.059 	   7 	  3.839 	  0.144 
1248450418.299 	  63 	  3.874 	  0.103 
1248450418.299 	   7 	  3.847 	  0.150 
1248450418.541 	   7 	  3.863 	  0.151 
1248450418.782 	   7 	  3.833 	  0.147 
1248450419.018 	  63 	  3.825 	  0.104 
1248450419.018 	   7 	  3.826 	  0.150 
1248450419.256 	  54 	  2.436 	 -0.365 
