# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Odometry Data Fomat:
# Time [s]    forward velocity [m/s]    angular velocity[rad/s] 
1248297560.374 	  0.086 	 -0.398 
1248297560.425 	  0.086 	 -0.398 
1248297560.436 	  0.086 	 -0.398 
1248297560.487 	  0.086 	 -0.398 
1248297560.507 	  0.086 	 -0.398 
1248297560.538 	  0.086 	 -0.398 
1248297560.559 	  0.086 	 -0.398 
1248297560.599 	  0.086 	 -0.398 
1248297560.620 	  0.086 	 -0.398 
1248297560.661 	  0.086 	 -0.398 
1248297560.671 	  0.086 	 -0.398 
1248297560.712 	  0.086 	 -0.398 
1248297560.743 	  0.086 	 -0.398 
1248297560.783 	  0.086 	 -0.398 
1248297560.794 	  0.086 	 -0.398 
1248297560.835 	  0.086 	 -0.398 
1248297560.855 	  0.086 	 -0.398 
1248297560.906 	  0.086 	 -0.398 
1248297560.937 	  0.086 	 -0.398 
1248297560.958 	  0.086 	 -0.398 
1248297560.968 	  0.086 	 -0.398 
1248297560.999 	  0.086 	 -0.398 
1248297561.009 	  0.000 	  0.000 
1248297561.019 	  0.000 	  0.000 
1248297561.030 	  0.086 	 -0.398 
1248297561.061 	  0.086 	 -0.398 
1248297561.081 	  0.086 	 -0.398 
1248297561.122 	  0.086 	 -0.398 
1248297561.133 	  0.086 	 -0.398 
1248297561.172 	  0.086 	 -0.398 
1248297561.193 	  0.086 	 -0.398 
1248297561.224 	  0.086 	 -0.398 
1248297561.285 	  0.086 	 -0.398 
1248297561.306 	  0.086 	 -0.398 
1248297561.346 	  0.086 	 -0.398 
1248297561.357 	  0.086 	 -0.398 
1248297561.397 	  0.086 	 -0.398 
1248297561.428 	  0.086 	 -0.398 
1248297561.458 	  0.086 	 -0.398 
1248297561.479 	  0.086 	 -0.398 
1248297561.519 	  0.086 	 -0.398 
1248297561.540 	  0.086 	 -0.398 
1248297561.590 	  0.086 	 -0.398 
1248297561.641 	  0.086 	 -0.398 
1248297561.651 	  0.086 	 -0.398 
1248297561.702 	  0.086 	 -0.398 
1248297561.743 	  0.086 	 -0.398 
1248297561.773 	  0.086 	 -0.398 
1248297561.824 	  0.086 	 -0.398 
1248297561.875 	  0.086 	 -0.398 
1248297561.885 	  0.086 	 -0.398 
1248297561.936 	  0.086 	 -0.398 
1248297561.997 	  0.086 	 -0.398 
1248297562.007 	  0.000 	  0.000 
1248297562.017 	  0.086 	 -0.398 
1248297562.047 	  0.086 	 -0.398 
1248297562.078 	  0.086 	 -0.398 
1248297562.108 	  0.086 	 -0.398 
1248297562.149 	  0.086 	 -0.398 
1248297562.170 	  0.086 	 -0.398 
1248297562.200 	  0.086 	 -0.398 
1248297562.231 	  0.086 	 -0.398 
1248297562.241 	  0.086 	 -0.398 
1248297562.292 	  0.086 	 -0.398 
1248297562.302 	  0.086 	 -0.398 
1248297562.353 	  0.086 	 -0.398 
1248297562.363 	  0.086 	 -0.398 
1248297562.414 	  0.086 	 -0.398 
1248297562.434 	  0.086 	 -0.398 
1248297562.475 	  0.086 	 -0.398 
1248297562.495 	  0.086 	 -0.398 
1248297562.525 	  0.086 	 -0.398 
1248297562.546 	  0.086 	 -0.398 
1248297562.596 	  0.086 	 -0.398 
1248297562.607 	  0.086 	 -0.398 
1248297562.647 	  0.086 	 -0.398 
1248297562.668 	  0.086 	 -0.398 
1248297562.709 	  0.086 	 -0.398 
1248297562.729 	  0.086 	 -0.398 
1248297562.770 	  0.086 	 -0.398 
1248297562.790 	  0.086 	 -0.398 
1248297562.831 	  0.086 	 -0.398 
1248297562.841 	  0.086 	 -0.398 
1248297562.881 	  0.086 	 -0.398 
1248297562.932 	  0.086 	 -0.398 
1248297562.952 	  0.086 	 -0.398 
1248297562.983 	  0.086 	 -0.398 
1248297563.003 	  0.000 	  0.000 
1248297563.014 	  0.086 	 -0.398 
1248297563.034 	  0.086 	 -0.398 
1248297563.054 	  0.086 	 -0.398 
1248297563.095 	  0.086 	 -0.398 
1248297563.115 	  0.086 	 -0.398 
1248297563.166 	  0.086 	 -0.398 
1248297563.176 	  0.086 	 -0.398 
1248297563.217 	  0.067 	  0.000 
1248297563.247 	  0.067 	  0.000 
1248297563.278 	  0.067 	  0.000 
1248297563.298 	  0.067 	  0.000 
1248297563.349 	  0.067 	  0.000 
1248297563.360 	  0.067 	  0.000 
1248297563.400 	  0.067 	  0.000 
1248297563.431 	  0.067 	  0.000 
1248297563.461 	  0.067 	  0.000 
1248297563.512 	  0.067 	  0.000 
1248297563.542 	  0.067 	  0.000 
1248297563.573 	  0.067 	  0.000 
1248297563.593 	  0.067 	  0.000 
1248297563.624 	  0.067 	  0.000 
1248297563.644 	  0.067 	  0.000 
1248297563.685 	  0.067 	  0.000 
1248297563.705 	  0.067 	  0.000 
1248297563.725 	  0.067 	  0.000 
1248297563.746 	  0.067 	  0.000 
1248297563.786 	  0.067 	  0.000 
1248297563.797 	  0.067 	  0.000 
1248297563.857 	  0.067 	  0.000 
1248297563.908 	  0.067 	  0.000 
1248297563.918 	  0.067 	  0.000 
1248297563.970 	  0.067 	  0.000 
1248297563.980 	  0.067 	  0.000 
1248297564.010 	  0.000 	  0.000 
1248297564.020 	  0.000 	  0.000 
1248297564.031 	  0.067 	  0.000 
1248297564.041 	  0.067 	  0.000 
1248297564.092 	  0.067 	  0.000 
1248297564.112 	  0.067 	  0.000 
1248297564.153 	  0.067 	  0.000 
1248297564.163 	  0.067 	  0.000 
1248297564.214 	  0.067 	  0.000 
1248297564.264 	  0.067 	  0.000 
1248297564.274 	  0.067 	  0.000 
1248297564.315 	  0.086 	 -0.398 
1248297564.346 	  0.086 	 -0.398 
1248297564.376 	  0.086 	 -0.398 
1248297564.397 	  0.086 	 -0.398 
1248297564.417 	  0.086 	 -0.398 
1248297564.448 	  0.086 	 -0.398 
1248297564.468 	  0.086 	 -0.398 
1248297564.498 	  0.086 	 -0.398 
1248297564.529 	  0.067 	  0.000 
1248297564.539 	  0.067 	  0.000 
1248297564.621 	  0.067 	  0.000 
1248297564.641 	  0.067 	  0.000 
1248297564.682 	  0.067 	  0.000 
1248297564.712 	  0.067 	  0.000 
1248297564.722 	  0.067 	  0.000 
1248297564.732 	  0.067 	  0.000 
1248297564.763 	  0.067 	  0.000 
1248297564.773 	  0.067 	  0.000 
1248297564.784 	  0.067 	  0.000 
1248297564.814 	  0.067 	  0.000 
1248297564.824 	  0.067 	  0.000 
1248297564.835 	  0.067 	  0.000 
1248297564.875 	  0.067 	  0.000 
1248297564.885 	  0.067 	  0.000 
1248297564.916 	  0.067 	  0.000 
1248297564.926 	  0.067 	  0.000 
1248297564.936 	  0.067 	  0.000 
1248297564.977 	  0.067 	  0.000 
1248297565.007 	  0.000 	  0.000 
1248297565.018 	  0.000 	  0.000 
1248297565.028 	  0.000 	  0.000 
1248297565.038 	  0.000 	  0.000 
1248297565.048 	  0.000 	  0.000 
1248297565.058 	  0.000 	  0.000 
1248297565.068 	  0.000 	  0.000 
1248297565.079 	  0.000 	  0.000 
1248297565.089 	  0.000 	  0.000 
1248297565.099 	  0.000 	  0.000 
1248297565.109 	  0.000 	  0.000 
1248297565.119 	  0.000 	  0.000 
1248297565.129 	  0.000 	  0.000 
1248297565.140 	  0.000 	  0.000 
1248297565.150 	  0.000 	  0.000 
1248297565.160 	  0.000 	  0.000 
1248297565.170 	  0.000 	  0.000 
1248297565.180 	  0.000 	  0.000 
1248297565.191 	  0.000 	  0.000 
1248297565.201 	  0.000 	  0.000 
1248297565.211 	  0.000 	  0.000 
1248297565.221 	  0.000 	  0.000 
1248297565.231 	  0.000 	  0.000 
1248297565.241 	  0.000 	  0.000 
1248297565.252 	  0.000 	  0.000 
1248297565.262 	  0.067 	  0.000 
1248297565.282 	  0.086 	 -0.398 
1248297565.313 	  0.086 	 -0.397 
1248297565.323 	  0.086 	 -0.397 
1248297565.334 	  0.086 	 -0.397 
1248297565.364 	  0.086 	 -0.397 
1248297565.374 	  0.086 	 -0.397 
1248297565.384 	  0.086 	 -0.397 
1248297565.415 	  0.086 	 -0.398 
1248297565.425 	  0.086 	 -0.398 
1248297565.446 	  0.086 	 -0.398 
1248297565.466 	  0.086 	 -0.398 
1248297565.476 	  0.086 	 -0.398 
1248297565.487 	  0.086 	 -0.398 
1248297565.527 	  0.086 	 -0.398 
1248297565.537 	  0.086 	 -0.398 
1248297565.548 	  0.086 	 -0.398 
1248297565.578 	  0.067 	  0.000 
1248297565.589 	  0.067 	  0.000 
1248297565.599 	  0.067 	  0.000 
1248297565.629 	  0.067 	  0.000 
1248297565.640 	  0.067 	  0.000 
1248297565.680 	  0.067 	  0.000 
1248297565.691 	  0.067 	  0.000 
1248297565.731 	  0.067 	  0.000 
1248297565.741 	  0.067 	  0.000 
1248297565.772 	  0.067 	  0.000 
1248297565.782 	  0.067 	  0.000 
1248297565.802 	  0.067 	  0.000 
1248297565.833 	  0.067 	  0.000 
1248297565.843 	  0.067 	  0.000 
1248297565.864 	  0.067 	  0.000 
1248297565.874 	  0.067 	  0.000 
1248297565.915 	  0.067 	  0.000 
1248297565.925 	  0.067 	  0.000 
1248297565.945 	  0.067 	  0.000 
1248297565.955 	  0.067 	  0.000 
1248297565.996 	  0.067 	  0.000 
1248297566.006 	  0.000 	  0.000 
1248297566.016 	  0.067 	  0.000 
1248297566.047 	  0.067 	  0.000 
1248297566.057 	  0.067 	  0.000 
1248297566.068 	  0.067 	  0.000 
1248297566.098 	  0.067 	  0.000 
1248297566.118 	  0.067 	  0.000 
1248297566.149 	  0.067 	  0.000 
1248297566.160 	  0.067 	  0.000 
1248297566.170 	  0.067 	  0.000 
1248297566.190 	  0.067 	  0.000 
1248297566.210 	  0.067 	  0.000 
1248297566.221 	  0.067 	  0.000 
1248297566.231 	  0.067 	  0.000 
1248297566.251 	  0.067 	  0.000 
1248297566.261 	  0.067 	  0.000 
1248297566.302 	  0.067 	  0.000 
1248297566.312 	  0.067 	  0.000 
1248297566.353 	  0.067 	  0.000 
1248297566.363 	  0.067 	  0.000 
1248297566.394 	  0.067 	  0.000 
1248297566.404 	  0.067 	  0.000 
1248297566.414 	  0.067 	  0.000 
1248297566.445 	  0.067 	  0.000 
1248297566.465 	  0.067 	  0.000 
1248297566.495 	  0.067 	  0.000 
1248297566.506 	  0.067 	  0.000 
1248297566.516 	  0.067 	  0.000 
1248297566.557 	  0.067 	  0.000 
1248297566.567 	  0.067 	  0.000 
1248297566.597 	  0.081 	 -0.364 
1248297566.607 	  0.081 	 -0.364 
1248297566.618 	  0.081 	 -0.364 
1248297566.649 	  0.081 	 -0.363 
1248297566.659 	  0.081 	 -0.363 
1248297566.710 	  0.081 	 -0.361 
1248297566.720 	  0.081 	 -0.360 
1248297566.741 	  0.081 	 -0.361 
1248297566.761 	  0.081 	 -0.362 
1248297566.792 	  0.081 	 -0.364 
1248297566.802 	  0.081 	 -0.364 
1248297566.812 	  0.081 	 -0.364 
1248297566.843 	  0.081 	 -0.358 
1248297566.853 	  0.080 	 -0.354 
1248297566.863 	  0.080 	 -0.350 
1248297566.894 	  0.067 	  0.000 
1248297566.914 	  0.067 	  0.000 
1248297566.924 	  0.067 	  0.000 
1248297566.955 	  0.067 	  0.000 
1248297566.985 	  0.067 	  0.000 
1248297566.996 	  0.067 	  0.000 
1248297567.006 	  0.067 	  0.000 
1248297567.036 	  0.067 	  0.000 
1248297567.057 	  0.067 	  0.000 
1248297567.087 	  0.067 	  0.000 
1248297567.097 	  0.067 	  0.000 
1248297567.139 	  0.067 	  0.000 
1248297567.149 	  0.067 	  0.000 
1248297567.190 	  0.067 	  0.000 
1248297567.200 	  0.067 	  0.000 
